w	t
14.008993364486	0.79690217686533
13.963318956684	0.79783738174014
13.917941411328	0.79877387426907
13.872857843591	0.79971162167913
13.828065405904	0.80065059096608
13.783561287356	0.80159074889464
13.739342713107	0.80253206199871
13.695406943810	0.80347449658155
13.651751275046	0.80441801871604
13.608373036768	0.80536259424498
13.565269592760	0.80630818878131
13.522438340099	0.80725476770845
13.479876708633	0.80820229618062
13.437582160466	0.80915073912314
13.395552189455	0.81010006123285
13.353784320713	0.81105022697845
13.312276110124	0.81200120060092
13.271025143869	0.81295294611394
13.230029037952	0.81390542730434
13.189285437747	0.81485860773259
13.148792017544	0.81581245073328
13.108546480105	0.81676691941566
13.068546556234	0.81772197666415
13.028790004346	0.81867758513896
12.989274610052	0.81963370727667
12.949998185745	0.82059030529085
12.910958570198	0.82154734117272
12.872153628167	0.82250477669183
12.833581250000	0.82346257339677
12.795239351259	0.82442069261593
12.757125872340	0.82537909545824
12.719238778108	0.82633774281398
12.681576057530	0.82729659535561
12.644135723323	0.82825561353865
12.606915811606	0.82921475760255
12.569914381551	0.83017398757164
12.533129515050	0.83113326325605
12.496559316382	0.83209254425276
12.460201911887	0.83305178994658
12.424055449648	0.83401095951126
12.388118099174	0.83497001191053
12.352388051092	0.83592890589930
12.316863516845	0.83688760002478
12.281542728390	0.83784605262773
12.246423937908	0.83880422184367
12.211505417515	0.83976206560421
12.176785458976	0.84071954163833
12.142262373431	0.84167660747378
12.107934491115	0.84263322043847
12.073800161095	0.84358933766191
12.039857751004	0.84454491607673
12.006105646776	0.84549991242017
11.972542252396	0.84645428323567
11.939165989646	0.84740798487451
11.905975297855	0.84836097349742
11.872968633663	0.84931320507634
11.840144470774	0.85026463539611
11.807501299724	0.85121522005632
11.775037627651	0.85216491447312
11.742751978065	0.85311367388111
11.710642890625	0.85406145333529
11.678708920919	0.85500820771303
11.646948640249	0.85595389171607
11.615360635413	0.85689845987267
11.583943508501	0.85784186653968
11.552695876686	0.85878406590472
11.521616372022	0.85972501198845
11.490703641242	0.86066465864679
11.459956345566	0.86160295957330
11.429373160503	0.86253986830154
11.398952775665	0.86347533820747
11.368693894577	0.86440932251201
11.338595234493	0.86534177428349
11.308655526217	0.86627264644031
11.278873513920	0.86720189175355
11.249247954972	0.86812946284968
11.219777619760	0.86905531221329
11.190461291527	0.86997939218994
11.161297766195	0.87090165498898
11.132285852209	0.87182205268647
11.103424370370	0.87274053722821
11.074712153676	0.87365706043268
11.046148047163	0.87457157399418
11.017730907755	0.87548402948599
10.989459604106	0.87639437836351
10.961333016453	0.87730257196754
10.933350036470	0.87820856152763
10.905509567115	0.87911229816538
10.877810522496	0.88001373289793
10.850251827723	0.88091281664141
10.822832418773	0.88180950021448
10.795551242348	0.88270373434197
10.768407255747	0.88359546965849
10.741399426729	0.88448465671216
10.714526733381	0.88537124596842
10.687788163993	0.88625518781381
10.661182716927	0.88713643255991
10.634709400497	0.88801493044726
10.608367232838	0.88889063164936
10.582155241793	0.88976348627678
10.556072464789	0.89063344438124
10.530117948718	0.89150045595982
10.504290749825	0.89236447095918
10.478589933590	0.89322543927987
10.453014574616	0.89408331078068
10.427563756522	0.89493803528307
10.402236571825	0.89578956257563
10.377032121841	0.89663784241858
10.351949516575	0.89748282454839
10.326987874612	0.89832445868244
10.302146323024	0.89916269452363
10.277423997257	0.89999748176523
10.252820041040	0.90082877009564
10.228333606278	0.90165650920325
10.203963852961	0.90248064878135
10.179709949066	0.90330113853315
10.155571070461	0.90411792817675
10.131546400811	0.90493096745025
10.107635131490	0.90574020611685
10.083836461487	0.90654559397009
10.060149597315	0.90734708083901
10.036573752929	0.90814461659349
10.013108149633	0.90893815114957
9.9897520159947	0.90972763447481
9.9665045877660	0.91051301659377
9.9433651077944	0.91129424759345
9.9203328259431	0.91207127762884
9.8974069990096	0.91284405692849
9.8745868906456	0.91361253580013
9.8518717712783	0.91437666463633
9.8292609180328	0.91513639392022
9.8067536146549	0.91589167423124
9.7843491514360	0.91664245625093
9.7620468251384	0.91738869076877
9.7398459389214	0.91813032868805
9.7177458022690	0.91886732103179
9.6957457309185	0.91959961894871
9.6738450467893	0.92032717371918
9.6520430779137	0.92104993676128
9.6303391583681	0.92176785963685
9.6087326282051	0.92248089405758
9.5872228333866	0.92318899189115
9.5658091257179	0.92389210516736
9.5444908627826	0.92459018608435
9.5232674078780	0.92528318701482
9.5021381299525	0.92597106051222
9.4811024035421	0.92665375931709
9.4601596087094	0.92733123636331
9.4393091309824	0.92800344478442
9.4185503612944	0.92867033791997
9.3978826959248	0.92933186932190
9.3773055364404	0.92998799276088
9.3568182896380	0.93063866223272
9.3364203674868	0.93128383196480
9.3161111870727	0.93192345642248
9.2958901705426	0.93255749031553
9.2757567450495	0.93318588860461
9.2557103426984	0.93380860650772
9.2357504004929	0.93442559950664
9.2158763602828	0.93503682335345
9.1960876687117	0.93564223407698
9.1763837771656	0.93624178798930
9.1567641417227	0.93683544169221
9.1372282231027	0.93742315208374
9.1177754866180	0.93800487636457
9.0984054021244	0.93858057204458
9.0791174439733	0.93915019694930
9.0599110909640	0.93971370922634
9.0407858262967	0.94027106735191
9.0217411375263	0.94082223013719
9.0027765165165	0.94136715673482
8.9838914593947	0.94190580664531
8.9650854665072	0.94243813972340
8.9463580423754	0.94296411618451
8.9277086956522	0.94348369661101
8.9091369390788	0.94399684195866
8.8906422894425	0.94450351356284
8.8722242675348	0.94500367314490
8.8538823981099	0.94549728281837
8.8356162098438	0.94598430509526
8.8174252352941	0.94646470289216
8.7993090108600	0.94693843953650
8.7812670767428	0.94740547877264
8.7632989769073	0.94786578476793
8.7454042590432	0.94831932211884
8.7275824745269	0.94876605585688
8.7098331783847	0.94920595145464
8.6921559292549	0.94963897483166
8.6745502893519	0.95006509236035
8.6570158244297	0.95048427087177
8.6395521037464	0.95089647766143
8.6221587000288	0.95130168049499
8.6048351894374	0.95169984761395
8.5875811515325	0.95209094774124
8.5703961692396	0.95247495008676
8.5532798288160	0.95285182435287
