#Parameters = {thARC=1; nARC=1.75; thsub=1; p=1; nSub=4.75}
#"Wavelength / um"	"T (834) [Real Part]"
#---------------------------------------
14.008993364486	0.71700713885775
13.963318956684	0.71792225659328
13.917941411328	0.71883943794845
13.872857843591	0.71975867581567
13.828065405904	0.72067996274309
13.783561287356	0.72160329093396
13.739342713107	0.72252865224604
13.695406943810	0.72345603819109
13.651751275046	0.72438543993423
13.608373036768	0.72531684829346
13.565269592760	0.72625025373916
13.522438340099	0.72718564639355
13.479876708633	0.72812301603026
13.437582160466	0.72906235207384
13.395552189455	0.73000364359934
13.353784320713	0.73094687933187
13.312276110124	0.73189204764625
13.271025143869	0.73283913656658
13.230029037952	0.73378813376591
13.189285437747	0.73473902656589
13.148792017544	0.73569180193644
13.108546480105	0.73664644649548
13.068546556234	0.73760294650864
13.028790004346	0.73856128788897
12.989274610052	0.73952145619676
12.949998185745	0.74048343663928
12.910958570198	0.74144721407059
12.872153628167	0.74241277299140
12.833581250000	0.74338009754885
12.795239351259	0.74434917153646
12.757125872340	0.74531997839397
12.719238778108	0.74629250120727
12.681576057530	0.74726672270830
12.644135723323	0.74824262527509
12.606915811606	0.74922019093166
12.569914381551	0.75019940134806
12.533129515050	0.75118023784040
12.496559316382	0.75216268137088
12.460201911887	0.75314671254791
12.424055449648	0.75413231162617
12.388118099174	0.75511945850671
12.352388051092	0.75610813273719
12.316863516845	0.75709831351196
12.281542728390	0.75808997967231
12.246423937908	0.75908310970668
12.211505417515	0.76007768175092
12.176785458976	0.76107367358853
12.142262373431	0.76207106265104
12.107934491115	0.76306982601825
12.073800161095	0.76406994041866
12.039857751004	0.76507138222982
12.006105646776	0.76607412747872
11.972542252396	0.76707815184231
11.939165989646	0.76808343064787
11.905975297855	0.76908993887359
11.872968633663	0.77009765114904
11.840144470774	0.77110654175576
11.807501299724	0.77211658462784
11.775037627651	0.77312775335253
11.742751978065	0.77414002117087
11.710642890625	0.77515336097843
11.678708920919	0.77616774532592
11.646948640249	0.77718314642004
11.615360635413	0.77819953612415
11.583943508501	0.77921688595916
11.552695876686	0.78023516710431
11.521616372022	0.78125435039806
11.490703641242	0.78227440633900
11.459956345566	0.78329530508677
11.429373160503	0.78431701646306
11.398952775665	0.78533950995257
11.368693894577	0.78636275470410
11.338595234493	0.78738671953158
11.308655526217	0.78841137291521
11.278873513920	0.78943668300262
11.249247954972	0.79046261760999
11.219777619760	0.79148914422336
11.190461291527	0.79251622999979
11.161297766195	0.79354384176874
11.132285852209	0.79457194603334
11.103424370370	0.79560050897180
11.074712153676	0.79662949643878
11.046148047163	0.79765887396687
11.017730907755	0.79868860676807
10.989459604106	0.79971865973529
10.961333016453	0.80074899744395
10.933350036470	0.80177958415357
10.905509567115	0.80281038380940
10.877810522496	0.80384136004414
10.850251827723	0.80487247617963
10.822832418773	0.80590369522866
10.795551242348	0.80693497989675
10.768407255747	0.80796629258402
10.741399426729	0.80899759538709
10.714526733381	0.81002885010098
10.687788163993	0.81106001822117
10.661182716927	0.81209106094554
10.634709400497	0.81312193917650
10.608367232838	0.81415261352308
10.582155241793	0.81518304430310
10.556072464789	0.81621319154536
10.530117948718	0.81724301499188
10.504290749825	0.81827247410024
10.478589933590	0.81930152804586
10.453014574616	0.82033013572444
10.427563756522	0.82135825575434
10.402236571825	0.82238584647909
10.377032121841	0.82341286596994
10.351949516575	0.82443927202834
10.326987874612	0.82546502218868
10.302146323024	0.82649007372085
10.277423997257	0.82751438363302
10.252820041040	0.82853790867439
10.228333606278	0.82956060533796
10.203963852961	0.83058242986346
10.179709949066	0.83160333824018
10.155571070461	0.83262328620999
10.131546400811	0.83364222927028
10.107635131490	0.83466012267709
10.083836461487	0.83567692144814
10.060149597315	0.83669258036602
10.036573752929	0.83770705398140
10.013108149633	0.83872029661623
9.9897520159947	0.83973226236711
9.9665045877660	0.84074290510857
9.9433651077944	0.84175217849654
9.9203328259431	0.84276003597173
9.8974069990096	0.84376643076318
9.8745868906456	0.84477131589179
9.8518717712783	0.84577464417392
9.8292609180328	0.84677636822505
9.8067536146549	0.84777644046345
9.7843491514360	0.84877481311398
9.7620468251384	0.84977143821184
9.7398459389214	0.85076626760647
9.7177458022690	0.85175925296539
9.6957457309185	0.85275034577822
9.6738450467893	0.85373949736062
9.6520430779137	0.85472665885837
9.6303391583681	0.85571178125148
9.6087326282051	0.85669481535831
9.5872228333866	0.85767571183980
9.5658091257179	0.85865442120370
9.5444908627826	0.85963089380886
9.5232674078780	0.86060507986962
9.5021381299525	0.86157692946016
9.4811024035421	0.86254639251897
9.4601596087094	0.86351341885333
9.4393091309824	0.86447795814388
9.4185503612944	0.86543995994918
9.3978826959248	0.86639937371035
9.3773055364404	0.86735614875579
9.3568182896380	0.86831023430588
9.3364203674868	0.86926157947777
9.3161111870727	0.87021013329021
9.2958901705426	0.87115584466842
9.2757567450495	0.87209866244902
9.2557103426984	0.87303853538498
9.2357504004929	0.87397541215064
9.2158763602828	0.87490924134677
9.1960876687117	0.87583997150566
9.1763837771656	0.87676755109627
9.1567641417227	0.87769192852941
9.1372282231027	0.87861305216299
9.1177754866180	0.87953087030726
9.0984054021244	0.88044533123017
9.0791174439733	0.88135638316267
9.0599110909640	0.88226397430417
9.0407858262967	0.88316805282793
9.0217411375263	0.88406856688657
9.0027765165165	0.88496546461755
8.9838914593947	0.88585869414878
8.9650854665072	0.88674820360416
8.9463580423754	0.88763394110924
8.9277086956522	0.88851585479688
8.9091369390788	0.88939389281297
8.8906422894425	0.89026800332214
8.8722242675348	0.89113813451355
8.8538823981099	0.89200423460669
8.8356162098438	0.89286625185726
8.8174252352941	0.89372413456296
